----------------Q1/Q2.-----------------
total_vertexes = 1000
> Initialization...
> Huffman Coding...
> Huffman Coding Result : 
986 : 001110000110, length = 12
987 : 010101101100100, length = 15
988 : 100000100, length = 9
989 : 0100001101, length = 10
990 : 1001101110, length = 10
991 : 0011011000, length = 10
992 : 101100100, length = 9
993 : 0010001010, length = 10
994 : 0000000010, length = 10
995 : 110110011, length = 9
996 : 0101100001101, length = 13
997 : 111010110, length = 9
998 : 111010000, length = 9
999 : 000000101, length = 9
> Calculate Max/Min Length : 
max_length = 19
min_length = 9
----------------Q3.-----------------
total_vertexes = 1000
> Calculate max WIS using DP...
> Reconstruct the max WIS...
> Whether 1(1st vertiex), 2(2nd vertex), 3, 4, 17, 117, 517, and 997 is in WIS? (1 is within, 0 is without for each)...
10100110
